Inspection ID,DBA Name,Facility Type,Risk,Address,Zip,Violations
1325213,6 DEGREES,Restaurant,Risk 1 (High),1935 N DAMEN AVE ,60647,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING IN THE KICHEN UNDERNEATH THE 3 COMPARMENT SINK ALONG THE WALL BASE AND AROUND DEEP FRYERS TO REMOVE DEBRIS AND/OR GREASE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED A LEAK UNDERNEATH THE 3 COMPARTMENT (MIDDLE COMPARTMENT). MUST REPAIR AND MAINTAIN."
1325196,6 DEGREES,Restaurant,Risk 1 (High),1935 N DAMEN AVE ,60647,
1325183,6 DEGREES,Restaurant,Risk 1 (High),1935 N DAMEN AVE ,60647,
1367359,6 DEGREES,Restaurant,Risk 1 (High),1935 N DAMEN AVE ,60647,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN OF ALL COOKING EQUIPMENT TOPS AND SIDES OF EQUIPMENT, INTERIOR OF FRYERS, AND FILTERS ABOVE THE COOKING EQUIPMENT.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: SEAL THE OPENINGS BETWEEN THE WALL AND THE FLOOR AND REPLACE THE MISSING BASEBOARDS IN THE KITCHEN SO NO INSECT OR RODENT HARBORAGE. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELDS IN THE KITCHEN HAS DUST BUILDUP ON THEM. MUST CLEAN THEM. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLUTTER IN THE BASEMENT MUST CLEAN AND ORGNIZE SO NO INSECT OR RODENT HARBORAGE."
1300296,6 DEGREES,Restaurant,Risk 1 (High),1935 N DAMEN AVE ,60647,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: SOURCE OF CROSS CONTAMINATION, INTERIOR OF ICE MACHINE, TOP AREA OF MACHINE AND INTERIOR PANELS, APPEARS TO HAVE BLACK SLIMY SUBSTANCE BUILD-UP, ICE MACHINE NOT CLEAN, INSTRUCTED TO DISCONTINUE USE, AND USE PRE PACKAGE ICE, UNTIL MACHINE IS CLEAN, MACHINE TAGGED, INSTRUCTED TO FAX A LETTER TO CDPH ONCE MACHINE IS PROPERLY CLEAN AND SANITIZE, ALONG WITH RECEIPTS FROM COPY WHO CLEAN MACHINE, FAX #312746-4240, VIOLATION NOTED AT 2:30PM    SERIOUS CITATION ISSUED: 7-38-005 (A) | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 10 RODENT DROPPING IN CLUTTER BASEMENT, THATS A POSSIBLE RODENT HARBORAGE, BACK DOOR NOT RODENT PROOF APPROX. 1/4 GAP OPENING AT BOTTOM OF BACK DOOR, RODENT PROOF STRIPE IN POOR REPAIR, INSTRUCTED TO CLOSE ALL OUTER OPENING TO PREVENT RODENT ENTRY AND TO HAVE A MORE CURRENT PEST CONTROL REPORT, UPON NEXT VISIT,    SERIOUS CITATION ISSUED: 7-38-020 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPAIR STAINED AND PITTED CUTTING BOARDS IN KITCHEN AREA, BROKEN BOTTOM PANEL IN COOLER AND FREEZER, REPLACE RUSTY WIRED SHELVING IN COOLERS, SPLASH GUARD AT EXPOSED HAND SINK IN KITCHEN AREA, NEXT TO THREE COMPARTMENT DRAIN BOARD, AND GASKETS TO REACH-IN COOLER REAR STORAGE AREA, | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN OF ALL COOKING EQUIPMENT TOPS AND SIDES OF EQUIPMENT, INTERIOR OF FRYERS, AND VENTS ABOVE EQUIPMENT | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOORS FIRST FLOOR AND BASEMENT AREAS, REMOVE ALL TRASH AND DEBRI, ESPECIALLY IN BASEMENT AREA | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN AND REPAIR WALLS FIRST FLOOR AND BASEMENT AREAS, REPAIR HOLES AND DETAIL CLEAN | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: INSTRUCTED TO PROVIDE THERMOMETERS INSIDE ALL COOLERS   | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST CLEAN AND REMOVE ALL CLUTTER OUTSIDE OF BACK DOOR AND BASEMENT AREAS, REMOVE ALL TRASH AND DEBRI, MUST PROVIDE SHELVING TO STORE WANTED ITEMS IN BASEMENT AREA, TO HELP KEEP AREA CLEANED AND BETTER MAINTAINED"
1300450,6 DEGREES,Restaurant,Risk 1 (High),1935 N DAMEN AVE ,60647,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VIOLATION STILL PENDING | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION STILL PENDING | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION STILL PENDING | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION STILL PENDING | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: VIOLATION STILL PENDING"
490552,6 DEGREES,Restaurant,Risk 1 (High),1935 N DAMEN AVE ,60647,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.    INSTRUCTED TO RESURFACE CUTTING BOARD ON PREP COOLER TOP WITH STAINS AND DEEP KNIFE CUTS.REPAIR RUST AND STAINS ON THE EXTERIORS OF REACH IN FREEZER IN KITCHEN,AND STORAGE SHELVES INSIDE REACH INCOOLER AT REAR EXIT CORRIDOR.REPAIR DAMAGED PLASTIC BASE PANELS INSIDE REACH IN FREZEER IN KITCHEN,AND ON INSIDE REACH IN COOLER AT REAR EXIT CORRIDOR STORAGE AREA,AND ALSO GASKET ON THE OF SAME COOLER.  SOAP OR DETERGENT DIPENSER HOSE CONSTANTLY DRIPPING AT 3COMP.SINK IN KITCHEN NEEDS REPAIR. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.    INSTRUCTED TO DEFROST AND CLEAN EXCESSIVE ICE BUILD UP INSIDE REACH IN FREZEER IN KITCHEN,CLEAN DEBRIS ON MOP SINK AND INSIDE REACH IN COOLER AT REAR EXIT STORAGE AREA,AND STORAGE SHELVES IN STORAGE ROOM AT BSMT. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    INSTRUCTED TO CLEAN GREASE AND DEBRIS UNDER COOKINGING EQUIPMENTS UNDER HOOD IN IN KITCHEN,AND IN BASEMENT.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.    INSTRUCTED TO CLEAN SMOKE STAINS ON CEILING WALLS IN KITCHEN,AND GREASE STAINS ON WALLS BY DEEP FRYER,AND AT 3COMP.SINK IN KITCHEN.ALSO MUST CLEAN DUST BUILD UP ON VENT WALL ATTACHED ON BEER COOLER IN BAR.   | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared, or in which utensils are washed, shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces.    INSTRUCTED TO PROVIDE LIGHT,AND OR REPAIR DAMAGED LIGHTS IN STORAGE ROOM AND AT MOP SINK / GREASE TRAP AREAS IN BASEMENT.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline.    OBSERVED DEEP FRYER IN KITCHEN NOT POSITIONED UNDER HOOD FOR PROPER VENTILATION,INSTRUCTED TO SET UP UNDER HOOD BY REMOVING THE TABLE IN THE MIDDLE.   | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: All food establishments that display, prepare, or store potentially hazardous foods shall have calibrated metal stem thermometers, provided and conspicuous, for refrigerated and hot food units.    INSTRUCTED TO PROVIDE METAL STEM THERMOMETER INSIDE ALL COOLERS."
1961037,6 CORNERS,Restaurant,Risk 2 (Medium),1950 W NORTH AVE ,60622,
1395643,6 CORNERS,Restaurant,Risk 2 (Medium),1950 W NORTH AVE ,60622,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CHICAGO FOOD SANITATION MANAGER ON DUTY OR CERTIFICATE POSTED. INSTRUCTED MANAGER TO PROVIDE ORIGINAL FOOD SANITATION CERTIFICATE OR PROOF OF ENROLLMENT IN COURSE. SERIOUS VIOLATION 7-38-012 CITATION ISSUED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REPAIR INTERIOR PANEL AND CLEAN ICE MACHINE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL COOKING EQUIPMENT, COOLERS, SINKS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REPAIR OPENING IN FLOOR NEAR EXPOSED SINK IN BASEMENT. SEAL AND PAINT FLOOR IN KITCHEN AND STORAGE AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR WALL IN LIQUOR STORAGE ROOM. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: REPLACE MISSING LIGHT SHIELDS IN PREP AND DISH WASHING AREAS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PROVIDE ADEQUATE STOPPERS FOR 3-COMPARTMENT SINK. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL UNUSED EQUIPMENT AND UNNECESSARY ARTICLES IN BASEMENT STORAGE AREAS TO PREVENT PEST HARBORAGE."
1155192,6 CORNERS,Restaurant,Risk 2 (Medium),1950 W NORTH AVE ,60622,
483240,6 CORNERS,Restaurant,Risk 2 (Medium),1950 W NORTH AVE ,60622,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: A certified food service manager must be present in all establishments at which potentially hazardous food is prepared or served.FOUND NO CITY OF CHICAGO SANITATION CERTIFICATE OR VALID DOCUMENTATION POSTED AS REQUIRED AT TIME OF INSPECTION. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE DRAIN LINES AT BAR GUN HOUSINGS SUCH THAT IT DRAINS DIRECTLY INTO FLOOR DRAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR/EXTERIOR OF COOLERS,INTERIOR/EXTERIOR OF DISHMACHINE,TOPS BOTTOMS OF FOOD PREP TABLES,ATTACHED EQUIPMENTS,HOOD,GRILL,DEEP FRYERS,SHELVINGS,BAR GUNS,HOUSINGS ATTACHED SHELVINGS AT BAR ETC REQUIRE DETAIL CLEANING. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS ALONG WALLS AND IN ALL CORNERS REQUIRE A DETAIL CLEANING ESPECIALLY IN BASEMENT FOOD PREP AREA MUST BE SMOOTH,EASILY CLEANABLE. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: FOUND LIGHT BULBS OVER DISHMACHINE NOT SHIELDED. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: TOILET ROOM DOORS MUST BE SELF CLOSING. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL CLUTTER FROM PREMISES DUE TO POTENTIAL PEST HARBORAGE."
284325,69TH ST. CERTIFIED,,Risk 2 (Medium),1906 W 69TH ST ,60636,
2591027,"69TH HALSTED FOOD MART, INC.",Grocery Store,Risk 3 (Low),6901 S HALSTED ST ,60621,
2028696,"69TH HALSTED FOOD MART, INC.",Grocery Store,Risk 3 (Low),6901 S HALSTED ST ,60621,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN THE FOLLOWING: INTERIORS AND EXTERIORS OF ALL COOLERS AND FREEZERS, ALL SINKS, ALL STORAGE AND DISPLAY SHELVES, AND ALL OTHER UNCLEAN SURFACES THROUGHOUT. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN ALL FLOORS THROUGHOUT ALONG THE BASES OF THE WALLS, IN CORNERS AND UNDERNEATH ALL HEAVY EQUIPMENT(MASSIVE DEBRIS AND DIRT OBSERVED). | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR ALL HOLES IN THE WALLS AND BASE BOARDS THROUGHOUT. REPLACE ALL BROKEN AND STAINED CEILING TILES THROUGHOUT. CLEAN DEBRIS FROM LIGHT SHIELDS THROUGHOUT. CLEAN AND/OR PAINT ALL WALLS AND DOORS THROUGHOUT WHERE STAINS AND DIRT ARE PRESENT. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELIMINATE CLUTTER BEHIND THE FRONT COUNTER. CLEAN AND MAINTAIN ALL UNUSED EQUIPMENT STORED ON PREMISES."
2028370,"69TH HALSTED FOOD MART, INC.",Grocery Store,Risk 3 (Low),6901 S HALSTED ST ,60621,
335289,69th Grocery Store,Grocery Store,Risk 3 (Low),331 E 69th ST ,60637,
78257,69th Grocery Store,Grocery Store,Risk 3 (Low),331 E 69th ST ,60637,
2569826,69th Grocery Store,Grocery Store,Risk 3 (Low),331 E 69th ST ,60637,
335300,69th Grocery Store,Grocery Store,Risk 3 (Low),331 E 69th ST ,60637,
335281,69th Grocery Store,Grocery Store,Risk 3 (Low),331 E 69th ST ,60637,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines.    FOUND 40 MICE DROPPINGS IN FRONT DISPLAY CASE, 30 IN WINDOW SILL AND 25 IN CORNER LEFT SIDE OF SHELF BEHIND FRONT COUNTER. INSTRUCTED TO REMOVE DROPPINGS AND CLEAN/SANITIZE AFFECTED AREAS. REC0MMEND CONTACTING PEST CONTROL FOR ASSISTANCE IN ELIMINATING PEST PROBLEM. CITATION # 64673-10 ISSUED. | 28. * INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS - Comments: One copy of the Food Inspection Report Summary must be displayed and visible to all customers.    PREVIOUS INSPECTION REPORT SUMMARY NOT POSTED. INSTRUCTED TO ALWAYS HAVE POSTED AND VISIBLE TO VIEWING CUSTOMERS."
78243,69th Grocery Store,Grocery Store,Risk 3 (Low),331 E 69th ST ,60637,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines.    MUST RODENT PROOF REAR EXIT DOOR.  SMALL HOLE AT FRONT ENTRANCE DOOR AT BOTTOM, SEAL.  A FEW MOUSE DR0PPINGS OBSERVED IN REAR STORAGE ROOMS, MUST REMOVE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    FLOOR IN WASHRO0M OF RAW WOOD, MUST BE SMOOTH AND EASILY CLEANABLE. TILE FLOOR.  CLEAN FLOORS IN REAR STORAGE ROOMS AND REATTACH FLOOR TILE IN ROOM BEHIND DELI COOLER TO FLOOR.  REMOVE CARPET IN REAR UNDER THREE COMPARTMENT SINK.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.    MUST SEAL ALL HOLES IN WALLS AROUND PIPES UNDER AND BEHIND SINKS.  PAINT WALLS IN REAR WHERE NEEDED. SOME PEELING PAINT OBSERVED. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Toilet rooms shall be completely enclosed and shall be vented to the outside air or mechanically ventilated.    WASHROOM DOOR NOT SELF CLOSING.  MUST PROVIDE A SELF-CLOSING DEVICE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO VENTILATION FAN IN WASHROOM; MUST INSTALL. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE A THERMOMETER FOR DELI COOLER. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL UNNECESSARY ITEMS IN REAR STORAGE TO AVOID CLUTTER."
2583650,69 LOOMIS FOOD MARKET,Grocery Store,Risk 2 (Medium),6849-6853 S LOOMIS BLVD ,60636,"45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments:  OBSERVED SINGLE SERVICE ARTICLES NOT INVERTED IN PREP AREAS. INSTRUCTED MANAGER TO INVERT ALL SINGLE SERVICE ARTICLES TO PROTECT FROM CONTAMINATION. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS DIRTY ESPECIALLY IN THE WALK IN COOLER,STORAGE AREAS AND UNDER STORAGE SHELVING. MUST DETAIL CLEAN AND MAINTAIN."
2583196,69 LOOMIS FOOD MARKET,Grocery Store,Risk 2 (Medium),6849-6853 S LOOMIS BLVD ,60636,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 35 LIVE FLIES SCATTERED THROUGH OUT THE REAR STORAGE AREA, FRONT COUNTER AND IN THE DELI ON WALLS, BOXES AND SHELVING. MUST REMOVE AND DETAIL AFFECTED AREA. ALSO CALL PEST CONTROL FOR SERVICE. PRIORITY FOUNDATION CITATION #7-38-020(A) | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED THE FRONT DOOR WITH A 1/4' GAP AT THE BOTTOM. MUST REPAIR AND MAINTAIN TO PREVENT ENTRY POINT FOR PESTS. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES NOT INVERTED IN PREP AREAS. INSTRUCTED MANAGER TO INVERT ALL SINGLE SERVICE ARTICLES TO PROTECT FROM CONTAMINATION. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS AND SPILLS ON INTERIOR AND EXTERIOR SURFACES OF PREP COOLERS, CABINETS, SHELVING UNITS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NOTED A LEAK AT THE BASE OF THE FAUCET AT THE 3 COMP SINK. MUST REPAIR AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED THE WASHROOM DIRTY. MUST DETAIL CLEAN THE FIXTURES, CLEAN THE WALL AND FLOOR. MUST MAINTAIN CLEAN AND SANITARY. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS THROUGH OUT VERY DIRTY ESPECIALLY IN THE WALK IN COOLER,STORAGE AREAS AND UNDER STORAGE SHELVING. MUST DETAIL CLEAN AND MAINTAIN. "
2556784,69 LOOMIS FOOD MARKET,Grocery Store,Risk 2 (Medium),6849-6853 S LOOMIS BLVD ,60636,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY AVAILABLE. INSTRUCTED MANAGER TO PROVIDE SIGNED ACKNOWLEDGEMENT OF EMPLOYEE RESPONSIBILITY TO REPORT ANY ILLNESS TRANSMISSIBLE THROUGH FOOD. PRIORITY FOUNDATION 7-38-010 CITATION ISSUED | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED NO DATE MARKING ON SEVERAL WRAPPED PACKAGES OF SLICED DELI MEATS(TURKEY BREAST, CHICKEN BREAST, TURKEY PASTRAMI, ROAST BEEF) INSIDE MEAT PREP/DISPLAY COOLER. INSTRUCTED MANAGER TO PROPERLY DATE REFRIGERATED READY TO EAT TCS FOOD HELD MORE THAN 24 HOURS WITH DISCARD DATE AT MAXIMUM OF 7 DAYS. PRIORITY FOUNDATION 7-38-005 CITATION ISSUED | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS(CHIPS, CANDY, PEPPERS, BANANAS, ETC) STORED ON FLOOR BEHIND FRONT COUNTER. INSTRUCTED MANAGER TO ELEVATE ALL FOOD ITEMS SIX INCHES OFF FLOOR. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED FOOD HANDLERS NOT WEARING HAIR RESTRAINTS. ALL FOOD HANDLERS MUST WEAR EFFECTIVE HAIR RESTRAINTS. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES NOT INVERTED IN PREP AREAS. INSTRUCTED MANAGER TO INVERT ALL SINGLE SERVICE ARTICLES TO PROTECT FROM CONTAMINATION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED NO ADEQUATE STOPPERS FOR 3-COMPARTMENT SINK. INSTRUCTED MANAGER TO PROVIDE ADEQUATE STOPPERS AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RAW WOOD SURFACES BEHIND FRONT COUNTER. INSTRUCTED MANAGER TO SEAL ALL RAW WOOD SURFACES TO MAKE SMOOTH AND EASILY CLEANABLE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED SOILED CARDBOARD ON CHIP DISLAY SHELVES. INSTRUCTED MANAGER TO REPLACE AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS AND SPILLS ON INTERIOR AND EXTERIOR SURFACES OF SLICER, CUTTING BOARDS, PREP TABLES, PREP COOLERS, CABINETS, SHELVING UNITS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED TOILET AND WASHBOWL IN NEED OF CLEANING IN WASHROOM. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CEILING NOT SMOOTH AND EASILY CLEANABLE IN FRONT AND REAR PREP AREAS. OBSERVED DAMAGED FLOOR TILES IN FRONT AND REAR PREP AREAS. OBSERVED PEELING PAINT ON WALL BEHIND SLICER IN REAR PREP AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SPILLS AND STAINS ON WALLS IN PREP AND STORAGE AREAS. OBSERVED DEBRIS ON FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN FRONT COUNTER, PREP AND STORAGE AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN."
